"SKU","URL","Brand","Title","Size","Count","Characteristics","Details","Certifications","Color","Manufacturer","Reviews"
"1096519","https://www.projectn95.org/products/good-day-foldable-kids-kf94-white/","Happylife Goodday","Kids 3D Boat Shape KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  Product Features: These white KF94 masks come individually wrapped in packs of 10. The foldable design makes these masks feel breathable and keeps the air you breathe feeling cooler because of the pocket in the front of the mask.  Adjustable Nose Clip, Folding type mask, individually packaged Approved by Korean MFDS (KF94 Mask) Multilayer Protection can filter out dust, germs, smoke, and 94% of particles in the air. Blocks over 94% of 0.4μm size particles.     Manufacturer:  Happy Life Good Day   Model Name: PH-GD-ADJYT-2 ","","White","",""
"1096557","https://www.projectn95.org/products/3d-boat-shape-black-kf94-masks-l/","La Hauteur","3D Boat Shape Tri-fold Black KF94 Masks L","L","Pack of 10","Korea,Earloop,Boat,KF94","  Product Features:  La Hauteur is a popular Korean respiratory protecting face mask. It is specifically designed as 3D flat-fold to provide comfort and easy breathing. This black KF94 mask come individually wrapped in packs of 10.    An adjustable nose bridge ensures a secure fit and stays on your face without slipping or falling. The fit prevents fogging on your glasses.  Folding type mask, individually packaged Made with a triple-layered electrostatic filtration system Approved by the Korean MFDS (KF94 Mask) to block over 94% of 0.4μm size particles. MFDS Item Standard Code:  201905609    Manufacturer:  Dongwha Vitax Co.,Ltd   Dimensions: 8 in wide x 3.5 in high   SKU: 1096557   ","","Black","",""
"1096484","https://www.projectn95.org/products/demetech-dtn95fh-pnk-n95-respirator-mask/","Demetech","Flat Fold DT-N95-FH-PNK N95 Masks M/L","M/L","Pack of 20","Flat Fold,United States,Headstrap,N95"," Our best-selling mask for a reason: comfort. This N95 respirator fits well on average-to-large faces and sports soft interior fabric and a padded nose clip. Made in the USA. Manufacturer: Demetech CorporationAdjustable Nose Clip: Yes | Individually Packaged: NoType: NIOSH","CDC NIOSH: TC-84A-9251","Pink","",""
"1096448","https://www.projectn95.org/products/3m-8210-n95-particulate-respirator-mask/","3M","3M 8210 Cup N95 Masks Standard","M/L","Pack of 20","Cup,United States,Headstrap,N95","**   For industrial/occupational use only. Not for consumer sale or use.**    Product Features:   NIOSH approved for at least 95 percent filtration efficiency against certain non-oil based particles Two-strap design with welded dual point attachment helps provide a secure seal Cushioning nose foam Lightweight construction promotes greater worker acceptance and may help increase wear time Advanced electrostatic media is designed for ease of breathing Compatible with a variety of eyewear Made in the USA    Manufacturer: 3M Company Discounted pricing for higher quantities:  2 - 4 Boxes: $21.00 5 - 7 Boxes: $20.00 8+ Boxes: $19.00   ","CDC NIOSH: TC-84A-0007","White","","['5', 'Tight but a perfect seal.', 'A little snug but an EXCELLENT seal. These are superb masks.']"
"1096584","https://www.projectn95.org/products/sleepnet-envomask-n95-quarter-mask-with-the-traditional-headger-holo-73950/","Envomask","Envomask Cup N95 Respirator Kit quarter Mask with headgear","M/L","Pack of 1","Cup,United States,Headstrap,N95","   Approved by the National Institute for Occupational Safety & Health (NIOSH), the reusable N95 envo® mask respirator is designed for superior comfort and seal. Each kit includes five (5) individually packaged filters that remain electrostatically charged until ready to use. Each filter has a ten-year shelf life, allowing for long-term storage. This Holo - 73950 model is designed with a traditional Holo head strap. For easy carrying the respirator kits also comes with a slim case.       Model: Holo (Strap) - 73950   Product Features:  envo® mask 73950 model is a quarter mask and the product features are below:   A lightweight plastic body that enables easy cleaning and filter changes. Patented, latex-free AIRgel® cushion technology that contours around the face, providing secure, all-day comfort and freedom from foggy eyewear.  Easy-change filters and a washable plastic frame ensure long-term efficacy.   Superior comfort means minimal mask-related pain or damaged skin.  Envo® mask was designed for all-day comfort and protection.   The envo® mask replacement filters fit securely between the mask components protecting it from damage caused by handling. As a result wearers of this mask avoid damaging the filter during handling and may use fewer filters in a day than the equivalent number of paper masks. This is one of the best time-saving and cost-cutting features of this mask. While the use of this mask saves time and money, there are some guidelines for use by NIOSH that should be reviewed to help determine when you should replace a paper mask or change an envo® mask replacement filter. The envo® mask filter may look new during use, but the only way to be certain is to use a new, individually wrapped filter.  The current NIOSH service-time-limit recommendations for non-powered particulate filter respirators are that filter elements should be replaced at the following frequencies:  The service life of all filters on NIOSH-approved respirators is limited by considerations of hygiene, damage, and breathing resistance. All filters should be replaced whenever they are damaged, soiled, or causing noticeably increased breathing resistance. N-series filters generally should be used and reused subject only to considerations of hygiene, damage, and increased breathing resistance. However, for dirty workplaces that could result in high filter loading (i.e., 200 mg), service time for N-series filters should only be extended beyond eight hours of use (continuous or intermittent) by performing an evaluation in specific workplace settings that demonstrates: (a) that extended use will not degrade the filter efficiency below the efficiency level specified in 42 CFR 84, or (b) that the total mass loading of the filter(s) is less than 200 mg. These determinations would need to be repeated whenever conditions change or modifications are made to processes that could change the type of particulate generated in the user’s facility. For healthcare applications where use is for protection against confirmed or suspected 2009 H1N1 influenza, please refer to: Interim Guidance on Infection Control Measures for 2009 H1N1 Influenza in Healthcare Settings, Including Protection of Healthcare Personnel. For more information, please see the NIOSH Guidance on Extended use and Reuse of N95 Respirators.”   ","CDC NIOSH: TC 84A-9387","Blue","Sleepnet Corp.","['5', 'Replacement filters?', 'Still not seeing the replacement filters (or their cost) ...'], ['5', 'Question', 'Great as a reusable mask.  Are replacement filters available?']"
"1096583","https://www.projectn95.org/products/envomask-cup-n95-respirator-kit-quarter-mask-with-earhooks/","Envomask","Envomask Cup N95 Respirator Kit quarter Mask with earhooks","M/L","Pack of 1","Cup,United States,Earloop,N95","   Approved by the National Institute for Occupational Safety & Health (NIOSH), the reusable N95 envo® mask respirator is designed for superior comfort and seal. Each kit includes five (5) individually packaged filters that remain electrostatically charged until ready to use. Each filter has a ten-year shelf life, allowing for long-term storage. This QuickFit- 73950 model is designed with a earhook. For easy carrying the respirator kits also comes with a slim case.       Model: QuickFit (Earhooks) - 73950   Product Features:  envo® mask 73950 model is a quarter mask and the product features are below:   A lightweight plastic body that enables easy cleaning and filter changes. Patented, latex-free AIRgel® cushion technology that contours around the face, providing secure, all-day comfort and freedom from foggy eyewear.  Easy-change filters and a washable plastic frame ensure long-term efficacy.   Superior comfort means minimal mask-related pain or damaged skin.  Envo® mask was designed for all-day comfort and protection.   The envo® mask replacement filters fit securely between the mask components protecting it from damage caused by handling. As a result wearers of this mask avoid damaging the filter during handling and may use fewer filters in a day than the equivalent number of paper masks. This is one of the best time-saving and cost-cutting features of this mask. While the use of this mask saves time and money, there are some guidelines for use by NIOSH that should be reviewed to help determine when you should replace a paper mask or change an envo® mask replacement filter. The envo® mask filter may look new during use, but the only way to be certain is to use a new, individually wrapped filter.  The current NIOSH service-time-limit recommendations for non-powered particulate filter respirators are that filter elements should be replaced at the following frequencies:  The service life of all filters on NIOSH-approved respirators is limited by considerations of hygiene, damage, and breathing resistance. All filters should be replaced whenever they are damaged, soiled, or causing noticeably increased breathing resistance. N-series filters generally should be used and reused subject only to considerations of hygiene, damage, and increased breathing resistance. However, for dirty workplaces that could result in high filter loading (i.e., 200 mg), service time for N-series filters should only be extended beyond eight hours of use (continuous or intermittent) by performing an evaluation in specific workplace settings that demonstrates: (a) that extended use will not degrade the filter efficiency below the efficiency level specified in 42 CFR 84, or (b) that the total mass loading of the filter(s) is less than 200 mg. These determinations would need to be repeated whenever conditions change or modifications are made to processes that could change the type of particulate generated in the user’s facility. For healthcare applications where use is for protection against confirmed or suspected 2009 H1N1 influenza, please refer to: Interim Guidance on Infection Control Measures for 2009 H1N1 Influenza in Healthcare Settings, Including Protection of Healthcare Personnel. For more information, please see the NIOSH Guidance on Extended use and Reuse of N95 Respirators.”   ","CDC NIOSH: TC 84A-9387","Blue","Sleepnet Corp.",""
"1096776","https://www.projectn95.org/products/envomask-n95-respirator-kit-filter/","Envomask","Envomask N95 Respirator Kit filter","","Pack of 10, 25","United States,N95","   Envo® mask filters are individually packaged for your safety. Filters remain electrostatically charged until ready to use. Each filter has a ten-year shelf life, allowing for long-term storage. The two-piece design of the envo®mask respirator enables easy filter changes. Note: Only envo®mask N95 filters are compatible with the envo®mask respirator body. No other filter may be used with the envo®mask body, regardless of fit. Please dispose of filters immediately following contamination or damage.     Product Features:  envo® mask N95 respirator kit kilter is made for quarter mask and the product features are below:    Compatible with Envo® mask QuickFit (Earhooks) - 73950 & Holo (Strap) - 73950    Compliant with guidelines for N95 respirators.    Easy-change filters and a washable plastic frame ensure long-term efficacy.  Easy-change filters and a washable plastic frame ensure long-term  AIRgel® technology conforms to the user’s face, providing a secure seal that helps to reduce air leakage. Superior comfort reduces the risk of mask-related pain or damaged skin. The secure AIRgel® seal helps to prevent the fogging of glasses or goggles. Envo®mask was designed for all-day comfort and protection.   The envo® mask replacement filters fit securely between the mask components protecting it from damage caused by handling. As a result, wearers of this mask avoid damaging the filter during handling and may use fewer filters in a day than the equivalent number of paper masks. This is one of the best time-saving and cost-cutting features of this mask. While the use of this mask saves time and money, there are some guidelines for use by NIOSH that should be reviewed to help determine when you should replace a paper mask or change an envo® mask replacement filter. The envo® mask filter may look new during use, but the only way to be certain is to use a new, individually wrapped filter.  The current NIOSH service-time-limit recommendations for non-powered particulate filter respirators are that filter elements should be replaced at the following frequencies:  The service life of all filters on NIOSH-approved respirators is limited by considerations of hygiene, damage, and breathing resistance. All filters should be replaced whenever they are damaged, soiled, or causing noticeably increased breathing resistance. N-series filters generally should be used and reused subject only to considerations of hygiene, damage, and increased breathing resistance. However, for dirty workplaces that could result in high filter loading (i.e., 200 mg), service time for N-series filters should only be extended beyond eight hours of use (continuous or intermittent) by performing an evaluation in specific workplace settings that demonstrates: (a) that extended use will not degrade the filter efficiency below the efficiency level specified in 42 CFR 84, or (b) that the total mass loading of the filter(s) is less than 200 mg. These determinations would need to be repeated whenever conditions change or modifications are made to processes that could change the type of particulate generated in the user’s facility. For healthcare applications where use is for protection against confirmed or suspected 2009 H1N1 influenza, please refer to: Interim Guidance on Infection Control Measures for 2009 H1N1 Influenza in Healthcare Settings, Including Protection of Healthcare Personnel. For more information, please see the NIOSH Guidance on Extended use and Reuse of N95 Respirators.”   ","CDC NIOSH: TC 84A-9387","Blue","Sleepnet Corp.",""
"1096304","https://www.projectn95.org/products/gerson-n95-respirators-1730-package-of-20/","Gerson Company","Cup 1730 FDA-cleared Surgical N95 Masks,  M/L","M/L","Pack of 20","Cup,United States,Headstrap,N95","  FDA Cleared Surgical N95 Respirator Fluid resistant – 160 mm Hg Electrostatically charged filter media provides low breathing resistance. Latex-free, staple-free head straps for comfort and safety. Contoured nose clip provides greater comfort and helps reduce potential fogging. Collapse-resistant double-shell construction for long life and better value   Model# 1730:  FDA Cleared Surgical N95 Respirator TC-84A-0160  This respirator has been approved as a NIOSH N95 filtering facepiece respirator, for use in healthcare settings, as a Surgical N95 Respirator conforming to recognized standards for biocompatibility, flammability, and fluid resistance at 160 mm Hg.   Dimensions: 5.25in x 5.25in x 2.25in ","CDC NIOSH: TC-84A-0160 FDA 510K: K061375","White"," GERSON® has been manufacturing NIOSH Approved, FDA cleared respirators for more than 35 years ISO 9001-2015 certified manufacturer of respiratory protective devices Manufactured in Middleboro, MA U.S. ","['5', 'Tight Fit', 'The Gerson 1730 mask is uncomfortably tight on an average size adult head. It does achieve a very good seal but it is not comfortable to wear for an extended period of time.'], ['5', 'Quality Mask', 'They fit snugly and appear to be made well. They are tight and could be hard to wear for long extended times.'], ['5', 'These are for small faces', 'Masks are great but they are NOT size m/l as initially advertised. Bought these for my parents who both have larger faces/noses and they cannot wear them. I have a smaller framed face and can wear them but they are still a tight fit and not as comfortable as other masks. But they work for me.'], ['5', 'Worked for me', 'I bought these to wear while traveling. They fit securely and are surprisingly breathable, considering how solid they are. The price is certainly right.']"
"1096795","https://www.projectn95.org/products/harley-cup-s-288-n95-mask-m-l/","Harley","Cup S-288 N95 Mask M/L","M/L","","Cup,China,Headstrap,N95","  Individually Wrapped Molded Cup NIOSH Approved N95 Masks Surgical Masks Provides Liquid Barrier Protection Fluid Resistance Meets ASTM Test Method F1862 Adjustable Head Straps Adjustable Nose piece with padded foam ","CDC NIOSH: TC-84A-9380","White","",""
"1096438","https://www.projectn95.org/products/enviro-safety-3m-8210-niosh-approved-n95-respirator-mask/","3M","3M 8210 Cup N95 Mask Standard","","Pack of 20","Cup,United States,Headstrap,N95","  **   For industrial/occupational use only. Not for consumer sale or use.**     Model: 8210  Brand: 3M  Sizes: Universal  Product Features: 3M 8210, N95 Particulate Respirator Mask. Key Features are as follows:  NIOSH approved N95 rating Made in the USA Adjustable nose clip Nose foam Ultrasonically welded headbands NIOSH approved N95 particulate respirator Meets NIOSH 42 CFR 84 N95 requirements for a minimum 95% filtration efficiency against solid and liquid aerosols that do not contain oil Assigned Protection Factor (APF 10) per US OSHA and Canada CSA    Manufacturer: 3M Company  Discounted pricing for higher quantities:  2+ : $19.00 4+ : $18.00 6+ : $17.00 8+ : $15.00  ","CDC NIOSH: TC-84A-0007","White","","['5', 'Tight Fit, Surprisingly Comfortable, and it's 3M!', 'It's a quality mask and it fits really well. There is a foam strip bridging the nose for comfort and air-tight seal, and I've worn it for up to two hours quite comfortably. Not the most stylish to have the 3M warning splashed all over the front, but at least everyone knows you're serious about masking.']"
"1096364","https://www.projectn95.org/products/shawmut-corporation-llc-n95-respirators-sr9520/","Shawmut LLC","Protex™ Cup SR9520 N95 Masks M/L","M/L","Pack of 5, 10, 20 & 40","Cup,United States,Headstrap,N95","  Product Features: Designed, engineered, and manufactured in the USA, Shawmut's new Protex™ Model SR9520 mask is easier to breathe through, as the Protex™ ADC™ System addresses users' concerns that most molded-cup N95s are not comfortable to wear for long periods.  Color: White with yellow straps.  STYLE: Molded Cup, non-valve.  Model Name: SR9520  CDC NIOSH: TC-84A-9295  Dimensions: 5.75' x 4.75' x 2' ","","White","","['5', 'Well made', 'Holds up to multiple wears. Comfy, easy to breathe, and sits well on wide noses.']"
"1096468","https://www.projectn95.org/products/shawmut-corporation-llc-n95-respirators-sr9520s/","Shawmut LLC","Protex™ Cup SR9520S N95 Masks Small","S","Pack of 5, 10, 20 & 40","Cup,United States,Headstrap,N95","  Product Features: Designed, engineered, and manufactured in the USA, Shawmut’s new Protex™ Model SR9520S is a small-size respirator that is easier to breathe through, as the Protex™ All-Day-Comfort™ System offers a comfortable fit while assuring a tight seal. Made with the same design as the M/L N95, but with a smaller form factor to fit and provide comfort for smaller faces. The molded-cup-style respirator is made with Shawmut’s proprietary high-efficiency, bi-layer, melt-blown filtration material offering a comfortable fit for extended wear. Due to its lightweight, inner filtration layer, the Protex™ N95 small respirator is light and breathable. Get Protex™ ADC™ for Advanced Protection and Comfort  A uniquely soft but strong inner layer to reduce abrasiveness on the skin. An incredibly lightweight but highly efficient and effective inner filtration layer is easier to breathe through. High sealing, slow-recovery viscoelastic nose foam for a secure but comfortable seal that provides a better fit without excessive pressure on the face and skin. Integrated adjustable aluminum nose clip provides a secure seal and reduced eyeglass fogging. Expanded force curve elastic head straps are engineered to fit a wider range of sizes.    Manufacturer: Shawmut Corporation LLC  CDC NIOSH: TC-84A-9295 ","","White","",""
"1096480","https://www.projectn95.org/products/demetech-child-size-masks-package-of-20/","Demetech","Kids Blue 5 ply Masks","Kids","Pack of 20","Flat Fold,United States,Earloop","  Product Features: The DemeTECH DX95 5 Layer Kids Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles.  Soft Inner Polypropylene Layer provides comfort for long periods of wear. The double filtration layer provides strong protections against airborne particles and bacteria (tested in 3rd party laboratory). High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded ear loops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear   Model Name: DT-DX95-XS  Country of Origin: USA  SKU: 1096480 ","","Blue","",""
"1096476","https://www.projectn95.org/products/demetech-dt-dx95-kids-size-mask-pink/","Demetech","Kids Pink 5 ply Masks","Kids","Pack of 20","Flat Fold,United States,Earloop","  Product Features:  The DemeTECH DX95 5 Layer Kids Mask is manufactured using the highest quality materials. The mask is comprised of 5 layers, with 2 filtration layers that filter airborne particles. Soft Inner Polypropylene Layer provides comfort for long periods of wear. Double filtration layer provides strong protections against airborne particles and bacteria (tested in 3rd party laboratory). High-density outer polypropylene layer provides strong resistance against airborne liquids. Double-welded earloops provide a strong fit and seal against the wearer's face. Unique Folded Design provides low storage space while not in wear      Manufacturer: Demetech  Model Name: DT-DX95-XS   SKU: 1096476 ","","Pink","",""
"1096455","https://www.projectn95.org/products/3m-8110s-n95-particulate-respirator/","3M","3M 8110S Cup N95 Masks S","S","Pack of 20","Cup,United States,Headstrap,N95","**  For industrial/occupational use only. Not for consumer sale or use.**    Product Features:  Advanced electrostatically charged microfibers make breathing easier and cooler. Cushioning nose foam. Adjustable nose clip helps provide a custom and secure seal. Reduces the potential for eyewear fogging.    Manufacturer: 3M Company ","CDC NIOSH:  TC-84A-0007","White","","['5', 'Great mask, but tiny!', 'Unfortunately, these are really designed for children. My face and head are very small, but these don’t work unless you actually have a tiny, tiny face. Please measure a medium and compare to measurements listed before ordering considering the cost of shipping. It is hard to guard though. ']"
"1096464","https://www.projectn95.org/products/3m-flat-fold-9205-aura-niosh-approved-n95-respirator-industrial-package-of-440/","3M","3M 9205+ Aura N95 Masks Standard (Bulk)","M/L","Pack of 440","United States,Headstrap,Boat,N95","**   For industrial/occupational use only. Not for consumer sale or use.**    Quantity: 1 Case (440 Individually Wrapped N95 Respirators per Case)  Model: 9205+ Aura  Brand: 3M  Product Features: 3M Aura 9205+, N95 Particulate Respirator Mask. Key Features are as follows:     Curved low profile design conforms well to nose and eye contours, allowing more room for eyewear Designed to direct exhaled air away from the nose panel, helping reduce eyewear fogging NIOSH approved for at least 95 percent filtration efficiency against certain non-oil-based particles Individual packaging and flat fold design provides convenient storage and portability Innovative chin tab designed for ease of positioning, donning & adjustment.      Manufacturer: 3M Company    ","CDC NIOSH: TC-84A-8590","White","","['5', 'Fits well most faces, seal is one of best around.', 'This respirator fit snuggly on most people I have seen try them. They are thick and substantial enough to be rotated and reused if necessary or appropriate for your specific situation. The nose piece is one of the sturdiest I have found. It is long sturdy and has a nice comfy piece of foam under it. I haven't had good luck get a snug fit with other masks that use foam in the nose area but this due to the substantialness of the nose wire this works well and is comfortable. This respirator is top notch and if there were not other N95's on the market that I get a good fit and are lighter weight this would definitely be my go to. One reason I choose other respirators over this one is the smell of this one is a bit strong for me also I prefer how some of my duckbill styles are lighter in weight. Also, the bands on this model do tend to snag my hair a bit. That said I would recommend trying this mask to anyone who is having a difficult time finding a mask that fits them well.']"
"1096613","https://www.projectn95.org/products/kids-magenta-3900-tn-high-filtration-mask/","Protective Health Gear","Kids Magenta 3900-M Small High Filtration Mask","Kids","Pack of 20","Flat Fold,United States,Earloop"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.   MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.   PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.   EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.   COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.   DESIGNED by medical professionals for extended use.   ","","Pink","",""
"1096619","https://www.projectn95.org/products/protective-health-gear-childrens-high-filtration-face-mask-20-pack-pale-pink/","Protective Health Gear","Kids Pale Pink 3900-PP Small High Filtration Mask","Kids","Pack of 20","Flat Fold,Earloop,US/Global"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.DESIGNED by medical professionals for extended use.","","Pink","Protective Health Gear",""
"1096620","https://www.projectn95.org/products/protective-health-gear-childrens-high-filtration-face-mask-20-pack-true-navy/","Protective Health Gear","Kids True Navy 3900-TN Small High Filtration Mask","Kids","Pack of 20","Flat Fold,United States,Earloop"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids. MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.DESIGNED by medical professionals for extended use.","","Blue","",""
"1096625","https://www.projectn95.org/products/kids-coral-3900-c-high-filtration-mask/","Protective Health Gear","Kids Coral 3900-Small High Filtration Mask","Kids","Pack of 20","Flat Fold,Earloop,US/Global"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.    MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.   PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.   EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.   COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.   DESIGNED by medical professionals for extended use.   ","","Orange","",""
"1096626","https://www.projectn95.org/products/protective-health-gear-childrens-high-filtration-face-mask-20-pack-stone-gray/","Protective Health Gear","Kids Stone Gray 3900-STG Small High Filtration Mask","Kids","Pack of 20","Flat Fold,Earloop,US/Global"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.DESIGNED by medical professionals for extended use.","","Gray","Protective Health Gear",""
"1096656","https://www.projectn95.org/products/kids-midnight-black-3900-small-high-filtration-mask/","Protective Health Gear","Kids Midnight Black 3900-B Small High Filtration Mask","Kids","Pack of 20","Flat Fold,Earloop,US/Global"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.    MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.   PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.   EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.   COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.   DESIGNED by medical professionals for extended use.   ","","Black","",""
"1096655","https://www.projectn95.org/products/kids-glacier-white-3900-small-high-filtration-mask/","Protective Health Gear","Kids Glacier White 3900-W Small High Filtration Mask","Kids","Pack of 20","Flat Fold,Earloop,US/Global"," PHG High Filtration Face Masks combine comfort, quality and safety. These masks are made and tested in the USA. Great colorful option for kids.    MADE in the USA: Our face masks are proudly made and tested in the USA, manufactured of high-quality latex free materials and provide proper filtration efficiency and reliable breathing protection.   PROTECTION: 4-layer masks use the highest grade filtering latex-free materials for maximum protection covering the nose and mouth and is a tight-fitting air-purifying mask in which the whole face piece functions as a filter against airborne particles.   EXCELLENT FIT: The elastic ear-straps and adjustable nose clip ensures a tight and secure seal.   COMFORTABLE: Triple spun bond material on the inside to give the mask a very soft, tissue-like feel.   DESIGNED by medical professionals for extended use.   ","","White","",""
"1096560","https://www.projectn95.org/products/toddler-3d-boat-shape-white-kf94-masks/","U&I","Toddler 3D Boat Shape Adjustable White KF94 Masks","Kids","Pack of 10","Korea,Earloop,Boat,KF94","  SKU: 1096560  Sizes: Small - for preschool children ages 2-5.   Product Features: This U&I KF94 mask filters out airborne particles, protecting kids from breathing in tiny particles down to 0.4 μm in diameter. 4 layer protection with high-quality 'KF' for Korean filter & '94' for average 0.4μm particulate matter filtered.   Comfortable wearing tension good strap.  The easy strap adjustment method can adjust the size without cutting.  High efficiency, high density, high-grade filter, but still light and highly efficient melt blown filter.  Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. Helps to prevent transmission, and blocks small particles and smoke.  MFDS Item Standard Code: 201901394    Manufacturer:  The Bio Co., Ltd.   Model Name: The-Bio-U&I-KF94-White-10pack  Country of Origin: South Korea ","","White","",""
"1096544","https://www.projectn95.org/products/foldable-white-kid95-masks/","United States Mask","Foldable White kid95 Masks","Kids","Pack of 10, 20 & 40","Flat Fold,United States,Headstrap","  Product Features:  The Kid95 mask was made with the same materials, and machinery, and tested to the same filtration and breathability requirements as the United State Mask adult N95 respirator, except smaller. Instead of loops that can hurt small ears, the Kid95 is made with soft, no-snag, and no-pull head straps. With protection in mind, we made the mask with the same soft liner found in our adult mask to form a comfortable seal on those smaller smiling faces.  The Kid95 is ﻿NOT an N95 respirator or certified by NIOSH. ﻿Read all cautions, warnings, and fitting instructions before use.   Manufacturer: United States Mask  Model Name: kid95  SKU:1096544, 1096545, 1096546 ","","White","",""
"1096555","https://www.projectn95.org/products/kids-3d-boat-shape-pink-kf94-masks/","Comma Comma","Kids 3D Boat Shape Pink KF94 Masks","Kids","Pack of 15","Korea,Earloop,Boat,KF94","  Product Features: The Comma Comma kids-sized pink KF94 masks come in 5 bags, each bag contains 3 masks. This mask has high elastic ear loop that poses less press to ears and face.     Ear loops and Nose Clip, Folding type mask Comfortable to wear for long-term use.  Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. MFDS Item Standard Code: 202105329    Manufacturer: MC Company Ltd.  Country of Origin: South Korea   Model Name: Comma-Kids-KF94-Pink-5bags  SKU: 1096555  Brand: Comma Comma  Dimensions: 7 in x 2.55 in ","","Pink","",""
"1096556","https://www.projectn95.org/products/kids-3d-boat-shape-yellow-kf94-masks/","Comma Comma","Kids 3D Boat Shape Yellow KF94 Masks","Kids","Pack of 15","Korea,Earloop,Boat,KF94","  Product Features: The Comma Comma kids-sized pink KF94 masks come in 5 bags, and each bag contains 3 masks. This mask has a high elastic ear loop that poses less press to the ears and face.  Ear loops and Nose Clip, Folding type mask Comfortable to wear for long-term use.  Approved by Korean MFDS (KF94 Mask) Blocks over 94% of 0.4μm size particles. MFDS Item Standard Code: 202105329   Manufacturer: MC Company Ltd.  Country of Origin: South Korea   Model Name: Comma-Kids-KF94-Yellow-5bags  SKU: 1096556  Brand: Comma Comma  Dimensions: 7 in x 2.55 in ","","Yellow","",""
"1096483","https://www.projectn95.org/products/demetech-surgical-kids-size-masks/","Demetech","Kids Blue Surgical Masks","Kids","Pack of 50","United States,Earloop,ASTM Level 3","  Model Name: DT-MSK-003S   SKU: 1096483   Sizes: Child Size   Ages: 6+  Product Features  Demetech's Kids Surgical Face Mask is manufactured using the highest quality of American made materials, and 100% Manufactured In The United States. The Demetech Surgical Mask Is Rated ASTM Level 3.    Manufacturer: Demetech Corporation  Dimensions: 3.75' high x5.5' wide  ","","Blue","",""
